_id,Spec_No,S_W_No,Date,Common Name ,Scientific Name ,County,Latitude,Longitude,Location,Grid ref,Mass_Single,Sex,Length Approx,Length Imp,Length et,Condition,in Collections,year,sequ,lett,Entered,Updated,Count,MCS,BMNH,Rect_CoNAord_,Other refs,age,Old County,GRef Source,By Catch,Rep_Source,JBaker,CBRU,Other,Comb_other_ref,Year_val,Month_val,Day_val,Aggregated_Date,Fam_Genus,species,Country Code,Comment
5405,146,1914/21,02/05/1914,Harbour porpoise,Phocoena phocoena,Norfolk,52.78691229,1.61455665,Palling,TG43702720,S,NA,No,4'9'',1.45,NA,NA,1914,21,NA,02-Nov-90,23-Dec-08,1822,ZK0085,ZK0085,64370032720,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1914,5,2,19140502,Phocoena,phocoena,1,Common Porpoise
5406,147,1914/22,07/06/1914,Harbour porpoise,Phocoena phocoena,Norfolk,52.78691229,1.61455665,Palling,TG43702720,S,NA,No,2'11'',0.89,NA,NA,1914,22,NA,02-Nov-90,23-Dec-08,1823,ZK0085,ZK0085,64370032720,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1914,6,7,19140607,Phocoena,phocoena,1,Common Porpoise
5407,148,1914/23,11/06/1914,Unknown odontocete  ,Unknown odontocete ,"Donegal, EIRE",55.2948,-7.418,Crossconnell Strand (Pollan Bay - Tullagh Bay),C370499,S,NA,No,2'11'',0.89,decayed,NA,1914,23,NA,02-Nov-90,23-Dec-08,1572,ZK0040,ZK0127,NA,NA,NA,S.Ireland,*BMNH LEJ rough,NA,NA,NA,NA,NA,NA,1914,6,11,19140611,odontocete,sp.indet.,5,a)Unidentified Odontocetes b)E=-825700m N=7384100m taken at closet point - Ballyliffen
5408,149,1914/24,11/06/1914,White-beaked dolphin,Lagenorhynchus albirostris,Yorkshire,54.61628407,-1.047550172,Redcar,NZ61502500,S,NA,No,7'7'',2.31,NA,NA,1914,24,NA,02-Nov-90,23-Dec-08,67,ZK0059,ZK0059,46150052500,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1914,6,11,19140611,Lagenorhynchus,albirostris,1,White-beaked Dolphin
5409,150,1914/24A,13/06/1914,Unknown odontocete  ,Unknown odontocete ,Dorset,50.58599838,-2.416753212,Portland (Portland Dockyard),SY70507640,S,NA,Yes,5'-6',1.52-1.83,NA,NA,1914,24,A,02-Nov-90,23-Dec-08,1573,ZK0040,ZK0127,37050007640,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1914,6,13,19140613,odontocete,sp.indet.,1,Unidentified Odontocetes
5410,151,1914/25,14/06/1914,Harbour porpoise,Phocoena phocoena,Kent,51.3060052,1.379176385,Sandwich,TR35506180,S,NA,No,4'9'',1.45,NA,NA,1914,25,NA,02-Nov-90,23-Dec-08,1824,ZK0085,ZK0085,63550016180,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1914,6,14,19140614,Phocoena,phocoena,1,Common Porpoise
5411,152,1914/26,15/06/1914,Harbour porpoise,Phocoena phocoena,Kent,51.22156347,1.405933318,Deal,TR37805250,S,NA,No,5'0'',1.52,NA,NA,1914,26,NA,02-Nov-90,23-Dec-08,1825,ZK0085,ZK0085,63780015250,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1914,6,15,19140615,Phocoena,phocoena,1,Common Porpoise
5412,153,1914/27,16/06/1914,Unknown odontocete  ,Unknown odontocete ,Norfolk,52.82606959,1.539102051,Happisburgh,TG38403130,S,NA,No,3'0'',0.91,decayed,NA,1914,27,NA,02-Nov-90,23-Dec-08,1574,ZK0040,ZK0127,63840033130,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1914,6,16,19140616,odontocete,sp.indet.,1,Unidentified Odontocetes
5413,154,1914/28,20/06/1914,Unknown odontocete  ,Unknown odontocete ,Hampshire,50.71349453,-1.879593308,Bournmouth (0.25 miles W. of Pier),SZ08509050,S,NA,No,10'0'',3.05,NA,NA,1914,28,NA,02-Nov-90,23-Dec-08,1575,ZK0040,ZK0127,40850009050,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1914,6,20,19140620,odontocete,sp.indet.,1,Unidentified Odontocetes
5414,155,1914/29,22/06/1914,White-beaked dolphin,Lagenorhynchus albirostris,"Aberdeen, Scotland",57.41178866,-1.835190794,Port Erroll,NK09903570,S,NA,No,8'2'',2.49,NA,NA,1914,29,NA,02-Nov-90,23-Dec-08,68,ZK0059,ZK0059,40990083570,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1914,6,22,19140622,Lagenorhynchus,albirostris,2,White-beaked Dolphin
5415,156,1914/30,03/07/1914,Harbour porpoise,Phocoena phocoena,Lincolnshire,53.14503612,0.355191236,Skegness,TF57506350,S,NA,No,3'6'',1.07,NA,NA,1914,30,NA,02-Nov-90,23-Dec-08,1826,ZK0085,ZK0085,55750036350,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1914,7,3,19140703,Phocoena,phocoena,1,Common Porpoise
5416,157,1914/30A,NA,Bottlenose dolphin,Tursiops truncatus,Sussex,50.78125479,0.034350989,Newhaven (ca 3 miles W. of New Way Point),TQ43400000,S,NA,Yes, 15'0'',4.57,NA,NA,1914,30,A,02-Nov-90,23-Dec-08,2650,ZK0053,ZK0053,54340010000,NA,NA,NA,BMNH,NA,"Mr. Walter H. Barrett, in The Fishing Gazette, 5 Sep 1914.",NA,NA,NA,NA,1914,6,14,19140614,Tursiops,truncatus?,1,"a) Bottle-nosed Dolphin b) Grid Ref for Newhaven. c) Ident. from      photos taken on July 12(?), but specimen said to have been stranded   some considerable time before that date. The length did not profess   to be an accurate measurement."
5417,158,1914/31,11/07/1914,Harbour porpoise,Phocoena phocoena,Lincolnshire,53.14503612,0.355191236,Skegness,TF57506350,S,NA,No,3'6'',1.07,NA,NA,1914,31,NA,02-Nov-90,23-Dec-08,1827,ZK0085,ZK0085,55750036350,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1914,7,11,19140711,Phocoena,phocoena,1,Common Porpoise
5418,159,1914/32,12/07/1914,Harbour porpoise,Phocoena phocoena,Norfolk,52.78036033,1.622914114,Waxham (S.E. of Palling),TG44302650,S,NA,No,3'0'',0.91,NA,NA,1914,32,NA,02-Nov-90,23-Dec-08,1828,ZK0085?,ZK0085?,64430032650,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1914,7,12,19140712,Phocoena,phocoena?,1,Common Porpoise
5419,160,1914/33,13/07/1914,White-beaked dolphin,Lagenorhynchus albirostris,"Caithness, Scotland",58.47607032,-3.109485418,"Ackergill Tower, Sinclair's Bay, 3miles N. of Wick",ND35305470,S,NA,No,4'0'',1.22,NA,NA,1914,33,NA,02-Nov-90,23-Dec-08,69,ZK0059,ZK0059,33530095470,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1914,7,13,19140713,Lagenorhynchus,albirostris,2,White-beaked Dolphin
5420,161,1914/34,17/07/1914,Bottlenose dolphin,Tursiops truncatus,Sussex,50.7863512,-0.621232633,"Middleton, Felpham",SZ97189950,S,NA,No,4'5'',1.35,NA,NA,1914,34,NA,02-Nov-90,23-Dec-08,560,ZK0053,ZK0053,49718009950,NA,NA,NA,BMNH,NA,NA,NA,NA,NA,NA,1914,7,17,19140717,Tursiops,truncatus,1,"a) Bottle-nosed Dolphin. b) 1st info Middleton, Feltham, taken as Middleton, Felpham."
5421,162,1914/35,24/07/1914,Harbour porpoise,Phocoena phocoena,"Dublin, EIRE",53.3457,-6.2292,"Ringsend, (at fork of R.Liffey and R.Dodder)",O179343,S,NA,No,5'10'',1.78,NA,NA,1914,35,NA,02-Nov-90,23-Dec-08,1829,ZK0085,ZK0085,NA,NA,NA,S.Ireland,*BMNH LEJ,NA,NA,NA,NA,NA,NA,1914,7,24,19140724,Phocoena,phocoena,5,"a)Common Porpoise, b)E=-693300m N=7012900m"
5422,163,1914/36,24/07/1914,Unknown odontocete  ,Unknown odontocete ,Lincolnshire,53.30812209,0.292099847,Sutton-on-Sea,TF52708150,S,NA,No,5'0'',1.52,dead,NA,1914,36,NA,02-Nov-90,23-Dec-08,1576,ZK0040,ZK0127,55270038150,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1914,7,24,19140724,odontocete,sp.indet.,1,Unidentified Odontocetes
5423,164,1914/37,22/07/1914,Unknown odontocete  ,Unknown odontocete ,Northumberland,55.1159815,-1.493551193,Blyth,NZ32308030,S,NA,No,5'0'',1.52,decayed,NA,1914,37,NA,02-Nov-90,23-Dec-08,1577,ZK0040,ZK0127,43230058030,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1914,7,22,19140722,odontocete,sp.indet.,1,Unidentified Odontocetes
5424,165,1914/38,25/07/1914,Harbour porpoise,Phocoena phocoena,Lincolnshire,53.08978535,0.329766906,"Gibralter Point, 5-5.5 miles S. of Skegness",TF56005730,S,NA,No,3'0'',0.91,NA,NA,1914,38,NA,02-Nov-90,23-Dec-08,1830,ZK0085,ZK0085,55600035730,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1914,7,25,19140725,Phocoena,phocoena,1,Common Porpoise
5425,166,1914/39,26/07/1914,Bottlenose dolphin,Tursiops truncatus,Essex,51.93225498,1.279091882,Dovercourt,TM25403110,S,NA,No,10'3'',3.12,NA,NA,1914,39,NA,02-Nov-90,23-Dec-08,561,ZK0053,ZK0053,62540023110,NA,NA,NA,BMNH,NA,NA,NA,NA,NA,NA,1914,7,26,19140726,Tursiops,truncatus?,1,Bottle-nosed Dolphin
5426,167,1914/40,04/09/1914,White-beaked dolphin,Lagenorhynchus albirostris,Northumberland.,55.32922604,-1.558619481,Amble,NU28000400,S,NA,No,8'0'',2.44,NA,NA,1914,40,NA,02-Nov-90,23-Dec-08,70,ZK0059?,ZK0059?,42800060400,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1914,9,4,19140904,Lagenorhynchus,albirostris?,1,White-beaked Dolphin
5427,168,1914/41,05/09/1914,Bottlenose whale,Hyperoodon ampullatus,Norfolk,52.78499156,0.37277381,"Banklands, Terrington, King's Lynn",TF60002350,S,NA,No,26'2'',7.98,NA,NA,1914,41,NA,02-Nov-90,23-Dec-08,229,ZK0125,ZK0125,56000032350,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1914,9,5,19140905,Hyperoodon,ampullatus,1,Bottle-nosed Whale
5428,169,1914/42,15/09/1914,Bottlenose whale,Hyperoodon ampullatus,"Kirkcudbrightshire, Scotland",54.86900904,-3.683096423,"Mersehead Sands, Solway Firth",NX92005400,S,M,No,18'6'',5.64,NA,NA,1914,42,NA,02-Nov-90,23-Dec-08,230,ZK0125,ZK0125,29200055400,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1914,9,15,19140915,Hyperoodon,ampullatus,2,Bottle-nosed Whale
5429,170,1914/43,21/09/1914,Sowerby's Beaked whale,Mesoplodon bidens,"Wexford, EIRE",52.2766,-6.3756,"Rosslare (the fort, at Wexford Harbour)",T108151,S,F,No,11'10'',3.61,alive,entire on arrival,1914,43,NA,02-Nov-90,23-Dec-08,504,ZK0113,ZK0113,NA,NA,NA,S.Ireland,*BMNH LEJ,NA,NA,NA,NA,NA,NA,1914,9,21,19140921,Mesoplodon,bidens,5,a)Sowerby's Beaked Whale b)E=-709600m N=6816500m
5430,171,1914/44,21/09/1914,Sei whale,Balaenoptera borealis,"Caithness, Scotland",58.60833078,-3.671429589,"Crosskirk, ca 6 miles W. of Thurso",ND02907010,S,NA,No,43'0'',13.11,NA,NA,1914,44,NA,02-Nov-90,23-Dec-08,548,ZK0133,ZK0133,30290097010,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1914,9,21,19140921,Balaenoptera,borealis,2,Sei Whale
5431,172,1914/45,18/10/1914,Fin whale,Balaenoptera physalus,Kent,51.36929215,1.273171762,"Minnis Bay, 1.5 miles W. of, Birchington",TR27806850,S,F,No,61'5'',18.72,dead,pelvic bones,1914,45,NA,02-Nov-90,23-Dec-08,2612,ZK0135,ZK0135,62780016850,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1914,10,18,19141018,Balaenoptera,physalus,1,Fin Whale
5432,173,1914/46,19/10/1914,Harbour porpoise,Phocoena phocoena,Kent,50.91203364,0.98055249,Dungeness,TR09501680,S,NA,No,5'4'',1.63,NA,NA,1914,46,NA,02-Nov-90,23-Dec-08,1831,ZK0085,ZK0085,60950011680,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1914,10,19,19141019,Phocoena,phocoena,1,Common Porpoise
5433,174,1914/47,30/10/1914,Unknown odontocete  ,Unknown odontocete ,Norfolk,52.64631563,1.739004265,Caister-on-Sea,TG52901200,S,NA,Yes,4',1.22,decayed,NA,1914,47,NA,02-Nov-90,23-Dec-08,1578,ZK0040,ZK0127,65290031200,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1914,10,30,19141030,odontocete,sp.indet.,1,Unidentified Odontocetes
5434,175,1914/48,31/10/1914,Unknown odontocete  ,Unknown odontocete ,Norfolk,52.82606959,1.539102051,Happisburgh,TG38403130,S,NA,Yes,3'6''+,1.07+,decayed,NA,1914,48,NA,02-Nov-90,23-Dec-08,1579,ZK0040,ZK0127,63840033130,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1914,10,31,19141031,odontocete,sp.indet.,1,Unidentified Odontocetes
5435,176,1914/49,17/11/1914,Fin whale,Balaenoptera physalus,"Caithness, Scotland",58.64474835,-3.025227303,"Duncansby Head, 1 mile W. of, John O'Groats",ND40507340,S,NA,No,47'0'',14.33,alive,baleen,1914,49,NA,02-Nov-90,23-Dec-08,2613,ZK0135,ZK0135,34050097340,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1914,11,17,19141117,Balaenoptera,physalus,2,Fin Whale
5436,177,1914/50,23/11/1914,Bottlenose whale,Hyperoodon ampullatus,Somerset,51.18185213,-3.397975725,Blue Anchor,ST02304350,S,NA,Yes,22',6.71,alive,NA,1914,50,NA,02-Nov-90,23-Dec-08,231,ZK0125,ZK0125,30230014350,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1914,11,23,19141123,Hyperoodon,ampullatus,1,Bottle-nosed Whale
5437,178,1914/51,25/11/1914,Harbour porpoise,Phocoena phocoena,Kent,50.91583554,0.901103826,"Galloways, 3.5 miles W. of Dungeness, Lydd",TR03901700,S,NA,No,3'2'',0.97,NA,NA,1914,51,NA,02-Nov-90,23-Dec-08,1832,ZK0085,ZK0085,60390011700,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1914,11,25,19141125,Phocoena,phocoena,1,Common Porpoise
5438,179,1914/52,04/12/1914,Common dolphin,Delphinus delphis,"Kincardineshire, Scotland",56.79334001,-2.333998392,Johnshaven,NO79606690,S,NA,No,5'9'',1.75,NA,NA,1914,52,NA,02-Nov-90,23-Dec-08,706,ZK0048,ZK0048,37960076690,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1914,12,4,19141204,Delphinus,delphis,2,Common dolphin
5439,180,1914/53,14/12/1914,Harbour porpoise,Phocoena phocoena,Sussex,50.81116909,0.356505279,Pevensey,TQ66000400,S,NA,No,5'6'',1.68,NA,NA,1914,53,NA,02-Nov-90,23-Dec-08,1833,ZK0085,ZK0085,56600010400,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1914,12,14,19141214,Phocoena,phocoena,1,Common Porpoise
5440,181,1915/1,27/02/1915,Bottlenose dolphin,Tursiops truncatus,Cornwall,49.89435271,-6.350646935,"St Agnes, Isles of Scilly",SV87600850,S,NA,No,11'0'',3.35,NA,NA,1915,1,NA,02-Nov-90,23-Dec-08,562,ZK0053,ZK0053,8760000850,NA,NA,NA,BMNH,NA,NA,NA,NA,NA,NA,1915,2,27,19150227,Tursiops,truncatus,1,Bottle-nosed Dolphin
5441,182,1915/2,14/03/1915,Cuvier's Beaked whale,Ziphius cavirostris,"Caithness, Scotland",58.59853718,-3.5195089,Thurso Sands,ND11706880,S,NA,No,18'6'',5.64,decayed,lower jaw,1915,2,NA,02-Nov-90,23-Dec-08,567,ZK0120,ZK0120,31170096880,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1915,3,14,19150314,Ziphius,cavirostris,2,Cuvier's Beaked Whale
5442,183,1915/3,30/03/1915,Unknown odontocete  ,Unknown odontocete ,Lincolnshire,53.14503612,0.355191236,"Skegness, 50yds.S. of Pier",TF57506350,S,NA,No,5'0'',1.52,decayed,NA,1915,3,NA,02-Nov-90,23-Dec-08,1580,ZK0040,ZK0127,55750036350,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1915,3,30,19150330,odontocete,sp.indet.,1,Unidentified Odontocetes
5443,184,1915/4,16/03/1915,Long-finned pilot whale,Globicephala melas,"Cork, EIRE",51.6157,-9.5413,"Dunmanus Bay, ca 1 mile from Durrus Village",V933415,S,NA,No,20'0'',6.1,NA,NA,1915,4,NA,02-Nov-90,23-Dec-08,1125,ZK0079,ZK0079,NA,NA,NA,S.Ireland,*BMNH LEJ,NA,NA,NA,NA,NA,NA,1915,3,16,19150316,Globicephala,melaena,5,a)Long-finned Pilot Whale b)E=-1062000m N=6697400m
5444,185,1915/5,24/04/1915,Unknown odontocete  ,Unknown odontocete ,Lincolnshire,53.30812209,0.292099847,Sutton-on-Sea,TF52708150,S,NA,No,13'6'',4.11,decayed,NA,1915,5,NA,02-Nov-90,23-Dec-08,1581,ZK0040,ZK0127,55270038150,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1915,4,24,19150424,odontocete,sp.indet.,1,Unidentified Odontocetes
5445,186,1915/6,03/05/1915,Harbour porpoise,Phocoena phocoena,Lincolnshire,53.09175688,0.320911026,"Wainfleet Haven, nr.Gibraltar Point, Skegness",TF55405750,S,NA,No,4'0'',1.22,NA,NA,1915,6,NA,02-Nov-90,23-Dec-08,1834,ZK0085,ZK0085,55540035750,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1915,5,3,19150503,Phocoena,phocoena,1,Common Porpoise
5446,187,1915/7,12/05/1915,Fin whale,Balaenoptera physalus,Northumberland,55.34910612,-1.589941574,Amble (0.75 mile N. of Coquet Island),NU26000620,S,NA,No,16'0'',4.88,dead,NA,1915,7,NA,02-Nov-90,23-Dec-08,2614,ZK0135?,ZK0135?,42600060620,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1915,5,12,19150512,Balaenoptera,physalus?,1,Fin Whale
5447,188,1915/8,23/05/1915,Harbour porpoise,Phocoena phocoena,Yorkshire,53.99541628,-0.204344963,"Ulrome, 1 mile N. of, Bridlington",TA17705700,S,NA,No,4'0'',1.22,NA,NA,1915,8,NA,02-Nov-90,23-Dec-08,1835,ZK0085,ZK0085,51770045700,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1915,5,23,19150523,Phocoena,phocoena,1,Common Porpoise
5448,189,1915/9,19/06/1915,Harbour porpoise,Phocoena phocoena,Norfolk,52.82606959,1.539102051,Happisburgh,TG38403130,S,F,No,4'0'',1.22,NA,NA,1915,9,NA,02-Nov-90,23-Dec-08,1836,ZK0085,ZK0085,63840033130,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1915,6,19,19150619,Phocoena,phocoena,1,Common Porpoise
5449,190,1915/10,27/06/1915,Harbour porpoise,Phocoena phocoena,Essex,51.54876859,0.841665084,"Wakering Stairs (400yds N. of), Wakering",TQ97008720,S,NA,No,5'0'',1.52,NA,NA,1915,10,NA,02-Nov-90,23-Dec-08,1837,ZK0085?,ZK0085?,59700018720,NA,NA,NA,BMNH DKP,NA,NA,NA,NA,NA,NA,1915,6,27,19150627,Phocoena,phocoena?,1,Common Porpoise
