val_loss,epoch,step,train_loss
14.691097259521484,0,99,
,0,99,11.815115928649902
14.143355369567871,1,199,
,1,199,11.595819473266602
14.417426109313965,2,299,
,2,299,11.683282852172852
14.41530990600586,3,399,
,3,399,11.612418174743652
14.50741958618164,4,499,
,4,499,11.589890480041504
15.056495666503906,5,599,
,5,599,11.542162895202637
15.014386177062988,6,699,
,6,699,11.558871269226074
