val_loss,epoch,step,train_loss
12.719295501708984,0,99,
,0,99,11.888598442077637
13.830531120300293,1,199,
,1,199,11.619306564331055
14.053689002990723,2,299,
,2,299,11.589799880981445
14.063263893127441,3,399,
,3,399,11.50406265258789
13.974695205688477,4,499,
,4,499,11.418763160705566
13.869780540466309,5,599,
,5,599,11.329446792602539
