epoch,val_loss,step,train_loss
0,13.404038429260254,99,
0,,99,11.888313293457031
1,13.902861595153809,199,
1,,199,11.749927520751953
2,14.70396900177002,299,
2,,299,11.714686393737793
3,14.452669143676758,399,
3,,399,11.480459213256836
4,13.988139152526855,499,
4,,499,11.30288314819336
5,13.855457305908203,599,
5,,599,11.303962707519531
