val_loss,epoch,step,train_loss
14.554998397827148,0,99,
,0,99,11.937042236328125
14.30203628540039,1,199,
,1,199,11.574058532714844
15.102243423461914,2,299,
,2,299,11.365301132202148
14.575992584228516,3,399,
,3,399,11.287147521972656
14.921797752380371,4,499,
,4,499,11.32423210144043
14.701444625854492,5,599,
,5,599,11.341257095336914
14.588913917541504,6,699,
,6,699,11.292032241821289
